Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
阿勒布斯拜·拉合木,0000000015,大专,,,,
阿木冬·尼牙孜,0000000016,中专,中共中央新疆分局党校,,1950.10,1951.09
艾文礼,0000000023,学习,华北煤炭医学院,党政,1985.09,1987.08
艾文礼,0000000023,本科,中央党校,经济管理,1993.08,1995.12
艾文礼,0000000023,研究生,省委党校,经济管理,1999.09,2001.12
艾学峰,0000000024,本科,东北工学院,计算机科学,1983.09,1987.07
艾学峰,0000000024,研究生,中国人民银行,货币银行学,1989.09,1992.02
安桂武,0000000027,本科,哈尔滨工业大学,工业管理,1986.09,1990.09
安桂武,0000000027,研究生,哈尔滨工业大学,系统工程,1990.09,1993.07
安桂武,0000000027,研究生,长江商学院,工商管理,2003.10,2005.08
安桂武,0000000027,培训,中央党校,,2008.09,2008.11
安启元,0000000034,本科,西北大学,地质,,
安世银,0000000036,大专,,,,
安世银,0000000036,培训,山东大学,经济系干修,1980.08,1982.08
巴风,0000000046,学习,中共中央高级党校,,,
巴特尔,0000000047,大专,内蒙古自治区海拉尔蒙古族师范学校,蒙文,1978.11,1980.08
巴特尔,0000000047,培训,内蒙古自治区委党校,,1982.02,1983.07
巴特尔,0000000047,培训,中央党校,,1988.02,1988.07
巴特尔,0000000047,研究生,复旦大学,政治经济学,1995.09,1998.07
巴特尔,0000000047,研究生,中央党校,政治学,2006.09,2009.07
巴图巴根,0000000048,高中,内蒙古乌兰浩特育成学院,,1942.00,1945.00
巴音朝鲁,0000000049,学习,内蒙古师范大学,政治理论,1980.11,1982.11
巴音朝鲁,0000000049,研究生,吉林大学,国民经济计划与管理,1994.03,1997.03
巴音朝鲁,0000000049,进修,中央党校,,1995.09,1995.11
白栋材,0000000051,学习,中共中央党校,,1936.00,1938.00
白恩培,0000000052,本科,西北工业大学,航海设备与自动控制,1965.08,1970.08
白恩培,0000000052,培训,中央党校,,1987.09,1988.07
白加扎西,0000000054,研究生,省委党校,,,
白介夫,0000000056,本科,绥德简易师范学校,,,1938.00
白介夫,0000000056,学习,北京大学,化工,,1952.00
白立忱,0000000060,本科,沈阳农学院,农业机械化,1960.00,1964.00
白录堂,0000000062,本科,西安矿业学院,采矿专业,,1968.09
白玛赤林,0000000063,本科,西藏民族学院,,1965.09,1969.12
白玛赤林,0000000063,培训,中央党校,,1989.09,1991.07
白玛赤林,0000000063,培训,中央党校,,2000.03,2001.01
白玛赤林,0000000063,研究生,中央党校,党的学说与党的建设,2000.03,2002.01
白润璋,0000000067,本科,天津工学院,化学工学,1963.00,1968.00
白尚成,0000000068,研究生,中央党校,,,
白希,0000000070,本科,中国政法大学,法律,1979.09,1983.07
白希,0000000070,博士,吉林大学,政治学理论,2002.09,2007.12
白向群,0000000073,本科,内蒙古民族师范学院,物理,1980.09,1984.07
白向群,0000000073,研究生,中国社会科学院,市场经济,1996.12,1998.11
白向群,0000000073,博士,中国人民大学,政治经济学,2003.09,2006.07
白雪山,0000000075,本科,中央党校,经济管理,,
白音,0000000076,本科,内蒙古师范学院,数学,,1962.00
白云,0000000077,培训,雁北师范专科学校,,1984.09,1986.07
白云,0000000077,研究生,中国人民大学,工商管理,1994.09,1997.07
白云,0000000077,进修,中央党校,,1996.09,1997.01
白云腾,0000000078,本科,陕西师范大学,中文,,
包钢,0000000087,本科,内蒙古大学,国民经济管理,1987.09,1991.07
包钢,0000000087,培训,内蒙古党校,,2001.09,2002.01
包钢,0000000087,进修,第十九期盟市厅局,,2005.11,2006.01
包钢,0000000087,研究生,内蒙古党校,公共管理,2003.09,2005.12
包钢,0000000087,研究生,清华大学,工商管理,2007.09,2009.07
包惠,0000000088,本科,西南交通大学,桥梁,1980.09,1984.07
包惠,0000000088,培训,铁道部党校,,1994.02,1994.04
包惠,0000000088,培训,成都市赴美高级管理人员培训班,,1999.09,1999.12
包惠,0000000088,研究生,西南交通大学,管理科学与工程,1997.09,2006.06
包惠,0000000088,博士,西南交通大学,管理科学与工程,1997.09,2006.06
包俊臣,0000000090,本科,内蒙古大学,汉语言文学,1965.09,1969.09
包俊臣,0000000090,培训,内蒙古自治区在香港、深圳举办的领导干部培训班,,1996.09,1996.10
包俊臣,0000000090,培训,中央组织部组织部长培训班,,1999.07,1999.08
包满达,0000000091,研究生,中央党校,,,
包振玉,0000000093,,内蒙古财经学院,财政,1982.09,1986.07
薄绍铨,0000000094,本科,,,,
薄熙来,0000000095,本科,北京大学,世界史,1978.02,1979.09
薄熙来,0000000095,研究生,中国社会科学院,国际新闻,1979.09,1982.08
保永康,0000000097,初中,,,,
鲍常青,0000000099,大专,日本国立富山医科药科大学,中文,,
鲍常勇,0000000100,本科,郑州大学,哲学,1985.09,1989.07
鲍常勇,0000000100,研究生,河南省委党校,经济管理,1998.08,2001.06
鲍常勇,0000000100,培训,国家行政学院,,2007.03,2007.06
鲍常勇,0000000100,博士,武汉大学,政治与公共管理学院科学社会主义与国际共产主义运动专业,2007.09,2010.06
鲍常勇,0000000100,博士后,中国社会科学院,理论经济学,2010.10,2012.12
鲍鸿光,0000000101,小学,滑县桑村小学,,1932.05,
鲍志强,0000000103,培训,辽宁省委党校,,1983.09,1984.07
鲍志强,0000000103,本科,辽宁大学,政治,1980.09,1984.09
鲍志强,0000000103,进修,辽宁省委党校,行政管理,1989.05,1991.12
鲍志强,0000000103,培训,中央党校,,1995.09,1996.07
鲍志强,0000000103,研究生,中央党校,科学社会主义,1995.09,1998.07
毕力夫,0000000106,本科,内蒙古医学院,医学,1980.09,1985.08
毕力夫,0000000106,进修,内蒙古政法干校,法律,1987.09,1988.09
毕力夫,0000000106,博士,日本国立富山医科药科大学,预防医学,1990.03,1995.03
毕力夫,0000000106,博士后,英国威尔士医学院卫生研究所,,1997.11,1999.03
毕力夫,0000000106,培训,中央党校,,2006.03,2007.01
边巴扎西,0000000108,预科,西藏民族学院,,1976.10,1984.09
边巴扎西,0000000108,本科,中国人民大学,法学,1984.09,1988.07
边巴扎西,0000000108,培训,中央党校,,2005.03,2005.07
卞翠屏,0000000114,本科,焦作矿业学院,采煤,,1968.00
别必雄,0000000117,大专,湖北农学院,农学,1979.07,1982.08
别必雄,0000000117,函授,湖北农学院,农经,1993.09,1996.07
别必雄,0000000117,研究生,武汉大学,岩土工程,1998.09,2001.06
别必雄,0000000117,研究生,华中师范大学,政治经济学,2003.09,2006.06
布和朝鲁,0000000120,大专,内蒙古自治区锡林郭勒盟师范学校,,1977.09,1979.07
布和朝鲁,0000000120,本科,内蒙古师范大学,教育管理,,
布赫,0000000121,学习,延安陕北公学,,1939.00,
布赫,0000000121,学习,延安民族学院,,,
布赫,0000000121,本科,延安大学,,,1946.00
布小林,0000000122,本科,北京大学,经济法,1980.09,1984.07
布小林,0000000122,博士,吉林大学,法学,1998.09,2001.06
布小林,0000000122,进修,中央党校,,2000.09,2001.01
布小林,0000000122,博士后,中国社会科学院,社会学,2003.09,2006.01
布小林,0000000122,培训,国务院发展研究中心、哈佛大学肯尼迪政府学院、清华大学公共管理学院合作举办的第四期公共管理高级培训班,,2005.06,2005.09
才让太,0000000125,,青海省委党校,民族干部班文秘,1993.09,1995.06
才旺班典,0000000126,培训,中央党校,,1991.09,1992.07
蔡力峰,0000000139,本科,同济大学,工程地质和水文地质,1973.09,1977.01
蔡力峰,0000000139,本科,中央党校,经济管理,1992.08,1994.12
蔡奇,0000000141,本科,福建师范大学,政治经济学,1975.09,1978.08
蔡奇,0000000141,培训,中央党校,,1996.03,1996.07
蔡奇,0000000141,研究生,福建师范大学,经济法律,1994.09,1997.07
蔡奇,0000000141,博士,福建师范大学,政治经济学,1998.09,2001.07
蔡晓明,0000000149,学习,中央党校,政法,1996.07,1998.12
蔡晓明,0000000149,进修,国家行政学院,,2001.03,2001.06
蔡长松,0000000153,本科,湖南师范学院,政治教育,1962.09,1966.09
曹伯纯,0000000158,大专,株洲航空工业学校,,1958.09,1960.08
曹伯纯,0000000158,大专,株洲航空工业专科学校,工具制造,1960.08,1963.12
曹伯纯,0000000158,培训,湖南省委党校,,1981.03,1981.07
曹伯纯,0000000158,进修,北京航空学院,,1982.03,1982.07
曹伯纯,0000000158,培训,中央党校,,1986.09,1987.07
曹存正,0000000160,本科,郑州大学,政治经济,1978.02,1982.01
曹存正,0000000160,研究生,郑州大学,行政管理,1998.09,2000.06
曹新平,0000000180,本科,江苏师范学院,政史,1977.02,1980.03
曹勇,0000000184,进修,苏州大学,,1982.09,1983.07
曹勇,0000000184,进修,中央党校,法律,1999.08,2001.12
曹勇,0000000184,进修,省委党校,政治经济学,2003.02,2004.07
曹征海,0000000192,本科,中国人民大学,基本建设经济,1978.09,1982.09
曹征海,0000000192,培训,内蒙古党校,,1996.09,1997.07
曹征海,0000000192,研究生,林肯大学,工商管理,1998.10,2000.10
曹征海,0000000192,博士,中央民族大学,中国少数民族经济专业,2002.09,2005.06
曹征海,0000000192,培训,中央党校,,2008.03,2008.07
曹中厚,0000000193,本科,太原工学院,水利工程,1961.00,1966.00
曾存,0000000196,学习,喀什农机校,农机化专业,1983.09,1985.08
曾存,0000000196,本科,新疆维吾尔自治区高等教育自学考试,汉语言文学专业,1986.10,1990.09
曾存,0000000196,学习,新疆维吾尔自治区党校,科学社会主义与国际共产主义运动专业,2001.09,2003.07
曾庆红,0000000207,本科,北京工业学院,自动控制,1958.00,1963.00
曾生,0000000210,学习,澳大利亚悉尼商业学院,,,1928.00
曾生,0000000210,本科,中山大学,,,
曾省权,0000000211,本科,四川师范学院,中文,1974.11,1976.08
曾省权,0000000211,培训,省委党校,,1996.10,1996.12
曾省权,0000000211,进修,中央党校,,2001.03,2001.07
曾万明,0000000213,中专,辽宁铁西科技进修学院,商业会计,1983.10,1985.01
曾万明,0000000213,进修,四川电大,,1985.09,1987.08
曾万明,0000000213,进修,省委党校,经济管理,1995.08,1997.12
曾万明,0000000213,研究生,中国社会科学院,市场经济,1996.09,1998.12
曾万明,0000000213,研究生,四川大学,政治经济学,2001.09,2003.06
曾万明,0000000213,研究生,省委党校,现代管理,2003.03,2005.07
曾万明,0000000213,研究生,西南财经大学,工商管理,2005.12,2008.01
曾永涛,0000000221,本科,贵州大学,哲学,1981.09,1985.07
常正国,0000000240,本科,西北师范大学,政治教育,1983.09,1987.09
常正国,0000000240,研究生,西北师范大学,人文地理学,2000.07,2005.01
潮洛蒙,0000000243,本科,延安民族学院,,1940.00,1945.08
潮洛蒙,0000000243,学习,绥远蒙族师范学校,,1934.00,
潮洛蒙,0000000243,学习,巴盟盟立师范学校,,,
潮洛蒙,0000000243,学习,北平蒙藏学校,,,1940.00
潮洛蒙,0000000243,学习,中共中央马列学院,,1951.00,1954.08
车俊,0000000245,函授,华东政法学院,法律,1981.07,1984.07
车俊,0000000245,函授,中央党校,经济管理,1993.08,1995.12
车荣福,0000000246,大专,昆明工学院,采矿,1981.01,1983.01
车荣福,0000000246,培训,经济管理干部国家考试指导委员会,,1985.09,1985.12
车荣福,0000000246,进修,北京经济函授大学,经济管理,1988.01,1989.12
车荣福,0000000246,培训,中央党校,,1995.09,1996.07
陈安丽,0000000250,培训,高校党校,,1993.02,1993.06
陈安丽,0000000250,培训,省委党校,,1998.05,1998.07
陈安丽,0000000250,研究生,中欧国际工商学院,工商管理,2010.03,2012.06
陈安丽,0000000250,研究生,耶鲁大学,,2011.05,
陈安丽,0000000250,培训,中央党校,,2012.02,2012.04
陈安众,0000000252,本科,湖南师范学院,政治,1978.03,1982.01
陈安众,0000000252,研究生,中央党校,科学社会主义原理,1982.01,1984.12
陈邦柱,0000000254,本科,重庆大学,,,1954.00
陈宝根,0000000255,研究生,中央党校,法学理论,,
陈炳宇,0000000261,学习,国民党中央政治学校附属蒙藏学校包头分校师范部,,,1937.00
陈炳宇,0000000261,本科,延安陕北公学,,1939.00,
陈昌旭,0000000267,培训,贵州省遵义地委党校,,1995.03,1995.06
陈昌旭,0000000267,大专,贵州省委党校,经济管理,1994.09,1997.07
陈昌旭,0000000267,本科,中央党校,经济管理,1998.08,2000.12
陈昌旭,0000000267,研究生,中央党校,政治学理论,2003.03,2006.01
陈昌旭,0000000267,培训,贵州省委党校,,2005.09,2005.11
陈昌旭,0000000267,研究生,贵州大学与加拿大魁北克大学席库提米分校合作,项目管理,2008.09,2010.11
陈成,0000000271,大专,华南工学院,无机化工,1974.09,1977.08
陈成,0000000271,大专,海南大学,国际金融贸易,1989.09,1992.07
陈成,0000000271,进修,中央党校,,1996.03,1996.07
陈成,0000000271,研究生,中央党校,经济管理,1997.09,2000.06
陈成,0000000271,培训,中央党校,,2000.03,2001.01
陈春明,0000000275,大专,沈阳黄金专科学校,冶炼,1979.09,1982.07
陈辞,0000000278,本科,北京外国语学院,英语,1971.09,1975.02
陈辞,0000000278,进修,美国弗吉尼亚大学,,1983.12,1984.05
陈辞,0000000278,培训,中央党校,,1998.09,1999.07
陈辞,0000000278,研究生,中央党校,国际政治,1998.09,2001.07
陈德铭,0000000291,研究生,南京大学,数量经济学,1993.06,1996.08
陈德铭,0000000291,研究生,南京大学,企业管理,1996.03,1999.12
陈德荣,0000000292,本科,南京师范大学,,,1985.08
陈德荣,0000000292,研究生,南京理工大学,,,1996.00
陈东,0000000300,大专,广东青年干部学院,,1990.08,1992.07
陈东,0000000300,本科,中央党校,经济管理,1995.08,1997.12
陈东,0000000300,研究生,省社科院,法学,1999.09,2002.07
陈东,0000000300,培训,广东省委党校,,2004.09,2004.12
陈东,0000000300,研究生,北京大学,工商管理,2008.01,2010.07
陈冬,0000000302,研究生,厦门大学,货币银行学,1995.09,1998.07
陈冬,0000000302,进修,福建省委党校,,1998.11,1998.12
陈冬,0000000302,进修,中央党校,,2003.09,2004.01
陈冬,0000000302,培训,中国浦东干部学院,,2006.08,2006.10
陈枫,0000000310,学习,抗日军政大学,,,
陈刚,0000000318,研究生,清华大学,建筑学院城市规划,,
陈根楷,0000000322,大专,中山师范学校学员,,1974.09,1976.07
陈光,0000000323,学习,昌潍师专,,1983.09,1985.06
陈光,0000000323,学习,山东经济学院,统计与会计核算,1994.09,1997.06
陈光,0000000323,本科,山东经济学院,统计与理论专业,1996.09,1999.01
陈光志,0000000330,大专,南充师范学院,中文,1978.09,1979.09
陈光志,0000000330,大专,四川广播电视大学,语文,1982.10,1985.10
陈光志,0000000330,本科,中央党校,经济管理,1995.08,1997.12
陈光志,0000000330,研究生,四川大学,管理科学与工程,1996.09,1999.01
陈光志,0000000330,培训,四川省委党校,,1998.03,1998.06
陈光志,0000000330,培训,中央党校,,2002.03,2003.01
陈贵,0000000331,大专,河北师范大学,中文,1978.12,1980.11
陈贵,0000000331,本科,中央党校,经济管理,1993.08,1995.12
陈贵,0000000331,研究生,北京大学,应用社会学,1998.09,2000.07
陈贵,0000000331,研究生,中央党校,国际政治,2004.07,2006.07
陈国鹰,0000000340,本科,河北工学院,物理,1978.03,1982.06
陈国鹰,0000000340,研究生,河北工学院,半导体物理与器件,1983.09,1986.06
陈国鹰,0000000340,博士,哈尔滨工业大学,物理电子学,1994.05,1998.12
陈国鹰,0000000340,培训,中央党校,,2000.03,2001.01
陈国鹰,0000000340,研究生,中央党校,法学理论,2000.03,2003.01
陈国鹰,0000000340,培训,中组部、国务院发展研究中心、清华大学、美国哈佛大学肯尼迪政府学院,,2006.06,2006.10
陈海波,0000000341,本科,东北工学院,选矿,1979.09,1983.08
陈海波,0000000341,培训,中央党校,,1986.03,1989.08
陈海波,0000000341,研究生,东北大学,管理工程,1993.09,1996.03
陈海波,0000000342,,东北工学院,选矿,1979.09,1983.08
陈海波,0000000342,培训,中央党校,,1986.09,1989.08
陈海波,0000000342,研究生,东北大学,管理工程,1993.09,1996.03
陈海峰,0000000344,培训,贵州省委党校,,1978.08,1979.01
陈海峰,0000000344,进修,中央党校,,1993.02,1993.07
陈海峰,0000000344,培训,中央党校,,1998.09,1999.07
陈海峰,0000000344,研究生,南开大学,工商管理,1996.09,1999.07
陈弘平,0000000349,本科,福州大学,行政管理,1992.09,1995.07
陈弘平,0000000349,研究生,省委党校,经济学,1999.09,2002.07
陈槐珍,0000000363,本科,南方大学,,,
陈辉光,0000000366,学习,中央党校,,1982.09,1983.07
陈吉明,0000000371,本科,四川财经学院,农经,1980.09,1984.07
陈吉明,0000000371,研究生,四川省委党校,经济学,2001.09,2004.06
陈家东,0000000378,本科,中央党校,经济管理,,
陈家记,0000000381,函授,中山大学,经济管理,1987.09,1990.12
陈家记,0000000381,本科,中央党校,经济管理,1993.08,1995.12
陈家记,0000000381,研究生,省委党校,经济管理,1996.07,1999.07
陈家记,0000000381,研究生,澳门科技大学,工商管理,2000.03,2001.08
陈坚,0000000384,本科,西北工业大学,非金属材料及工程,1978.09,1982.08
陈坚,0000000384,学习,北京航空航天大学,航空管理工程,1997.09,2001.11
陈坚,0000000384,培训,中央党校,,2007.03,2008.01
陈建国,0000000387,本科,山东大学,经济,,1982.00
陈建国,0000000388,本科,云南农业大学,农学,,
陈建华,0000000390,本科,北京钢铁学院,冶金机械,1978.10,1982.09
陈建华,0000000390,进修,中央党校,,1996.03,1996.07
陈建华,0000000390,培训,中山大学与英国牛津大学合办的广东省首届高级公务员公共管理知识专题研究班,,2002.04,2002.08
陈建华,0000000390,学习,中山大学,行政管理,2005.09,2008.06
陈建华,0000000391,本科,西北师大,中文,1979.08,1983.07
陈建华,0000000391,培训,中央党校,,1985.09,1988.07
陈建生,0000000393,本科,焦作矿业学院,地质与勘探,1978.02,1982.01
陈建生,0000000393,研究生,焦作矿业学院,瓦斯地质,1985.09,1987.06
陈建生,0000000393,博士,中国矿业大学,管理科学与工程,2001.09,2004.12
陈金彪,0000000405,研究生,浙江省委党校,,,
陈静波,0000000410,学习,延安中共中央党校,,1939.05,
陈俊卿,0000000421,本科,西安冶金建筑学院,工业与民用建筑,1980.09,1984.08
陈俊卿,0000000421,研究生,华中科技大学,工商管理,2004.02,2005.12
陈昆忠,0000000427,研究生,省委党校,,,
陈来立,0000000428,本科,中国科技大学,,,1966.00
陈来立,0000000428,研究生,中央党校,,,
陈利丹,0000000432,函授,北京语言逻辑函授大学,,1980.09,1982.07
陈利丹,0000000432,学习,广西壮族自治区党委党校,哲学,1983.10,1986.06
陈利丹,0000000432,研究生,中央民族大学,民族经济,1996.09,1998.06
陈利丹,0000000432,博士,中央民族大学,中国少数民族经济,2001.09,2004.07
陈绿平,0000000437,大专,华南师范学院,,1980.09,1982.07
陈绿平,0000000437,本科,华南师范学院,无线电电子,1982.09,1985.01
陈绿平,0000000437,进修,华南师范学院,马克思主义哲学,1996.03,1998.01
陈绿平,0000000437,培训,广东省委党校,,1999.08,1999.12
陈绿平,0000000437,培训,中国浦东干部学院,,2005.03,2005.04
陈绿平,0000000437,培训,广东省第九期高级公务员公共行政管理知识专题研究班,,2006.09,2006.12
陈绿平,0000000437,博士,华南师范大学,心理学,2006.09,2009.06
陈绿平,0000000437,培训,中央党校,,2009.03,2009.07
陈茂辉,0000000439,进修,华南师范大学,,1984.09,1986.07
陈茂辉,0000000439,研究生,广东省委党校,经济学,1995.09,1998.07
陈茂辉,0000000439,培训,省第二期市厅级领导干部出国培训班,,2006.07,2006.09
陈明枢,0000000450,培训,中央党校,,1977.00,1978.00
陈明枢,0000000450,培训,中央党校,,1982.00,1983.00
陈明月,0000000452,学习,南京工学院,,,1968.00
陈明月,0000000452,培训,中央党校,,1983.00,1985.00
陈启涛,0000000468,本科,安徽大学,中文,1979.09,1983.08
陈启涛,0000000468,进修,中国科技大学,,1998.09,2001.10
陈强,0000000469,本科,安徽劳动大学,政教,1976.11,1978.09
陈强,0000000469,研究生,中央党校,经济管理,2001.09,2004.07
陈强,0000000470,本科,北京理工大学,,1978.02,1982.01
陈强,0000000470,研究生,北京理工大学,化学工程,1982.01,1999.06
陈强,0000000470,研究生,西北工业大学,工商管理,1982.01,1999.06
陈青,0000000472,大专,庆阳高等师范专科学校,中文,1978.11,1980.09
陈青,0000000472,研究生,兰州大学,民族宗教,1995.09,1998.07
陈青,0000000472,研究生,省委党校,公共管理,2005.09,2008.06
陈庆泉,0000000475,学习,延安中共中央党校,,1939.00,
陈全国,0000000480,本科,郑州大学,政治经济学,1978.03,1981.12
陈全国,0000000480,研究生,武汉理工大学,经济学,1995.03,1997.07
陈荣高,0000000487,研究生,中央党校,经济管理,,
陈荣凯,0000000488,本科,厦门大学,财政金融,1977.03,1979.02
陈荣凯,0000000488,进修,厦门大学,财政学,1995.09,1997.01
陈荣凯,0000000488,博士,厦门大学,财政学,1997.09,2000.07
陈润儿,0000000494,培训,中央党校,,1993.09,1994.07
陈润儿,0000000494,研究生,中央党校,经济管理,1993.09,1996.01
陈少勇,0000000497,学习,福建师范大学,历史专业,1974.09,
陈少勇,0000000497,研究生,厦门大学,世界经济,1995.09,1997.07
陈世礼,0000000505,进修,安徽师范大学,,1982.02,1982.07
陈世礼,0000000505,大专,马鞍山市委党校,,1984.09,1986.07
陈世礼,0000000505,本科,中央党校,,1989.09,1992.07
陈世礼,0000000505,研究生,中央党校,,1993.09,1996.04
陈世礼,0000000505,培训,中央党校,,2000.03,2001.01
陈世南,0000000506,本科,东北工学院,采矿工程,,1969.00
陈叔红,0000000511,培训,湖南师范大学,中文,1983.09,1985.09
陈叔红,0000000511,进修,中央党校,,1992.02,1992.07
陈叔红,0000000511,本科,清华大学,专门史,1995.09,1997.03
陈叔红,0000000511,培训,中央党校,,2002.03,2003.01
陈淑珍,0000000513,进修,凌源县师范学校和辽宁省第-师范学院,数学,1971.06,1973.01
陈淑珍,0000000513,函授,辽宁大学,中文,1980.04,1984.05
陈树德,0000000514,研究生,,,,
陈树隆,0000000515,本科,安徽财贸学院,工业财务与会计,1983.09,1987.07
陈树隆,0000000515,研究生,中国科学技术大学,管理科学与工程,2000.09,2003.12
陈孙文,0000000518,本科,华南工学院,化纤,1964.09,1969.09
陈孙文,0000000518,培训,中央党校,,1996.09,1997.07
陈天会,0000000521,学习,华中农学院,农业经济管理,1984.09,1986.06
陈天会,0000000521,培训,中央党校,,2000.00,
陈铁新,0000000524,本科,沈阳机电学院,铸造,1978.03,1982.01
陈铁新,0000000524,培训,辽宁省委党校,,1982.01,1982.05
陈铁新,0000000524,博士,吉林大学,世界经济,1991.09,1995.12
陈铁新,0000000524,培训,中央党校,,2003.03,2004.02
陈铁雄,0000000525,进修,浙江林学院,林学,1980.11,1982.07
陈同海,0000000526,本科,东北石油学院,采油工程,,1976.09
陈伟,0000000529,本科,解放军信息工程学院,信息系统,1984.09,1988.07
陈伟,0000000530,研究生,哈尔滨工程大学,自动控制理论及应用,1988.08,1990.08
陈伟,0000000530,博士,华东理工大学,工业自动化,1990.09,1993.09
陈伟,0000000530,培训,东北师范大学,,1992.10,1993.08
陈伟,0000000530,博士,日本东京工业大学,经济管理,1993.10,1994.03
陈伟,0000000530,博士,日本东京工业大学,经济管理,1994.04,1997.03
陈伟达,0000000531,本科,上海暨南大学,物理,1933.00,1937.00
陈卫民,0000000533,大专,江西师范学院,中文,1978.03,1981.01
陈卫民,0000000533,研究生,省委党校,法律,1996.09,1998.07
陈卫民,0000000533,研究生,华中科技大学,工商管理,2003.09,2005.06
陈卫民,0000000533,培训,清华大学、美国哈佛大学,,2005.07,2005.09
陈文浩,0000000536,大专,长沙交通学院,,1979.03,1982.01
陈文浩,0000000536,研究生,湖南大学,管理科学与工程,1999.09,2001.06
陈武,0000000540,学习,广西大学,哲学,1978.01,1982.01
陈武,0000000540,进修,联邦德国,宏观经济管理,1990.09,1991.12
陈武,0000000540,研究生,中央党校,法学,1997.09,2000.07
陈喜臣,0000000546,本科,华南师院,中文,,1968.07
陈先运,0000000550,本科,山东农业机械化学院,汽车设计与制造,1979.09,1983.07
陈先运,0000000550,研究生,山东大学,近现代史,1996.09,2000.09
陈先运,0000000550,博士,北京交通大学,产业经济学,2002.09,2006.04
陈向群,0000000552,本科,吉林工业大学,铸造,1979.10,1983.07
陈向群,0000000552,培训,中央党校,,2004.02,2005.01
陈新,0000000560,研究生,,,,
陈新有,0000000564,本科,西安交通大学,涡轮机,1978.09,1982.08
陈新有,0000000564,研究生,电子科技大学,工商管理,2000.09,2003.05
陈新有,0000000564,培训,中央党校,,2007.03,2008.10
陈新有,0000000564,博士,电子科技大学,企业管理,2004.09,2009.05
陈学军,0000000565,学习,中国政法大学,法律,1992.09,1994.07
陈学军,0000000565,进修,中国农业大学,管理科学与工程,1999.01,2000.04
陈学军,0000000565,学习,唐山市委党校,经济管理,1997.09,2000.06
陈学军,0000000565,研究生,省委党校,经济管理,1999.09,2001.12
陈训秋,0000000567,本科,武汉师范学院,中文,1978.04,1981.01
陈训秋,0000000567,培训,中央团校,,1982.05,1982.07
陈训秋,0000000567,培训,中央党校,,1990.09,1991.07
陈训秋,0000000567,培训,中央党校,,1995.09,1996.07
陈训秋,0000000567,研究生,中央党校,经济管理,1994.19,1997.01
陈训秋,0000000567,研究生,华中师范大学,政治经济学,1994.09,1997.06
陈训秋,0000000567,进修,中央党校,,2005.11,2006.01
陈耀光,0000000574,大专,广州教育学院,数学,1979.09,1982.07
陈耀光,0000000574,大专,广州市委党校,行政管理,1983.09,1985.07
陈一光,0000000576,学习,国民师范军政训练班,,1937.02,
陈一光,0000000576,学习,山西民族革命大学,,1938.02,1939.09
陈一光,0000000576,学习,延安抗大三分校,,1939.09,1940.02
陈一光,0000000576,学习,延安中央党校,,1942.02,
陈一新,0000000577,大专,丽水师范专科学校,,1978.10,1981.07
陈一新,0000000577,研究生,浙江省委党校,经济学,1998.09,2001.07
陈义初,0000000578,本科,清华大学,电机制造,1962.09,1968.07
陈义初,0000000578,培训,中共中央党校,,1984.09,1986.07
陈奕威,0000000580,大专,韩山师范专科学校,化学,1978.09,1981.07
陈奕威,0000000580,研究生,广东省委党校,经济学,1995.09,1998.07
陈奕威,0000000580,进修,中央党校,,2001.03,2001.07
陈奕威,0000000580,研究生,长江商学院,工商管理,2004.10,2006.06
陈永奇,0000000583,本科,山西师范大学,,1985.09,
陈永奇,0000000583,研究生,东北财经大学,,,1989.09
陈永奇,0000000583,博士,山西大学,,2002.09,2006.07
陈勇,0000000584,学习,淄博师范学校,,1978.01,1980.01
陈勇,0000000584,进修,山东师范大学,思想政治教育,1985.09,1987.06
陈勇,0000000584,研究生,南开大学,政治经济学,1993.09,1996.06
陈勇,0000000584,本科,中央党校,法律,2001.08,2003.12
陈勇,0000000584,研究生,山东省委党校,经济管理,2004.09,2007.06
陈用志,0000000586,大专,省委党校,,1986.03,1989.02
陈用志,0000000586,培训,中央党校,,1998.00,1999.00
陈越良,0000000596,本科,厦门大学,统计,1979.07,1983.08
陈云贤,0000000599,研究生,福建师范大学,经济学,1983.08,1986.07
陈云贤,0000000599,博士,北京大学,经济学,1988.08,1991.07
陈云贤,0000000599,进修,美国麻省大学波士顿分校,,2000.08,2001.09
陈云贤,0000000599,学习,美国哈佛大学,,2001.04,2001.06
陈云贤,0000000599,学习,美国哈佛大学肯尼迪政府学院,,2003.03,2003.04
陈云贤,0000000599,进修,中央党校,,2008.05,2008.07
陈云贤,0000000599,培训,中国井冈山干部学院,,2010.08,
陈云贤,0000000599,培训,中国延安干部学院,,2011.05,2011.06
陈增光,0000000604,中专,,,,
陈振康,0000000609,本科,上海交通大学,动力机械,,1953.00
陈政高,0000000612,大专,大连海运学院,海洋船舶驾驶,1972.02,1975.01
陈志强,0000000618,大专,,化学,,
陈仲平,0000000624,本科,中央党校(当时称马列学院),,1951.09,1954.08
程安东,0000000642,大专,辽宁省阜新煤矿学校,,,1955.09
程安东,0000000642,本科,合肥工业大学,采矿,,1962.07
程步云,0000000643,本科,山西大学,中文,1964.00,1969.07
程光华,0000000647,研究生,省委党校,,,
程海波,0000000650,本科,,,,
