Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
常家有,0000000234,大专,甘肃省水利学校,水管,1981.09,1984.08
常家有,0000000234,本科,甘肃省委党校,企业管理,1997.09,1999.12
常奇民,0000000236,本科,,,,
常守远,0000000237,大专,武威师范学校,普师,1979.09,1981.07
常守远,0000000237,本科,中央党校,党政管理,1990.08,1993.06
常守远,0000000237,进修,中央党校,政治理论,1993.07,1995.12
常英敏,0000000238,,河南省洛阳林校,森林保护,1986.07,1990.07
常英敏,0000000238,本科,中央党校,经济管理,1998.08,2000.12
常英敏,0000000238,研究生,中央党校,经济管理,2006.09,2009.12
常振义,0000000239,研究生,,法学,,
晁新,0000000241,本科,安徽农学院,农业经济管理,1980.09,1984.07
晁新,0000000241,研究生,安徽大学,,2002.09,2004.09
巢卫林,0000000242,本科,,,,
巢卫林,0000000242,研究生,,工学,,
陈爱民,0000000247,学习,广西工会干部学校,工会建设和工人运动中等,1985.09,1987.07
陈爱民,0000000247,本科,中央党校,经济管理,1995.08,1997.12
陈爱民,0000000247,研究生,广东省社会科学院,政治经济学,1998.09,2001.07
陈爱民,0000000247,学习,桂林理工大学,思想政治教育,2007.09,2009.09
陈爱民,0000000248,中专,凤翔师范学校,综合,1980.09,1982.07
陈爱民,0000000248,学习,市委党校,经济管理,1994.09,1996.07
陈爱民,0000000248,学习,省委党校,经济管理,1999.09,2001.12
陈彬,0000000257,大专,岳池师范学校,,1979.09,1981.08
陈彬,0000000257,本科,四川师范学院,中文,1985.08,1990.06
陈彬,0000000257,培训,南充地委党校,,1990.10,1990.12
陈彬,0000000257,培训,四川省委二党校,,1995.05,1995.06
陈波,0000000262,专科,韶州师范学校,普师,1982.09,1985.07
陈波,0000000262,大专,韶关教育学院,中文,1986.01,1988.12
陈波,0000000262,本科,华南师范大学,中文,1989.09,1992.07
陈波,0000000262,培训,广东省委党校,,2000.08,2000.12
陈波,0000000262,研究生,中央党校,经济学<经济管理>,2008.09,2011.07
陈曾勇,0000000266,研究生,中央党校,,,
陈昌旭,0000000267,培训,贵州省遵义地委党校,,1995.03,1995.06
陈昌旭,0000000267,大专,贵州省委党校,经济管理,1994.09,1997.07
陈昌旭,0000000267,本科,中央党校,经济管理,1998.08,2000.12
陈昌旭,0000000267,研究生,中央党校,政治学理论,2003.03,2006.01
陈昌旭,0000000267,培训,贵州省委党校,,2005.09,2005.11
陈昌旭,0000000267,研究生,贵州大学与加拿大魁北克大学席库提米分校合作,项目管理,2008.09,2010.11
陈琛,0000000270,研究生,厦门大学,行政管理,2002.09,2005.07
陈琛,0000000270,培训,美国蒙大拿大学,公共行政管理,2005.10,2005.12
陈稠彪,0000000272,学习,四川统计学校,综合统计专业,1981.09,1983.07
陈稠彪,0000000272,学习,贵州省高等教育自学考试,统计专业,1985.06,1988.04
陈稠彪,0000000272,学习,国家统计局和中央电视台联合举办的《社会经济统计学原理电视讲座》,,1983.07,1984.01
陈稠彪,0000000272,学习,黔南州委党校中青班,,1995.03,1995.05
陈稠彪,0000000272,学习,贵州省委党校中青班,,2000.03,2000.07
陈稠彪,0000000272,学习,贵州省委党校,经济管理专业,1994.09,1997.07
陈稠彪,0000000272,研究生,北京大学经济管理高级研究班,,2002.01,2002.12
陈稠彪,0000000272,研究生,贵州省委党校在职研究生班,经济学专业,2000.09,2003.07
陈楚珍,0000000273,学习,鄂城师范政文班（中高）,,1975.07,1976.09
陈楚珍,0000000273,本科,华中理工大学机械工程系,,1978.03,1982.01
陈春光,0000000274,本科,,,,
陈春霞,0000000276,本科,华东政法学院,法学,,
陈达新,0000000280,本科,贵州财经学院,贸易经济,1980.09,1984.08
陈达新,0000000280,培训,贵州省委党校,,1999.09,2000.01
陈达新,0000000280,研究生,贵州大学,经济管理,1999.09,2000.07
陈达新,0000000280,培训,贵州省委党校,,2007.07,2007.09
陈大强,0000000282,本科,中央党校函授学院,涉外经济专业,1995.08,1997.12
陈大强,0000000282,学习,中央党校县委书记进修班,,2004.03,2004.07
陈代昌,0000000285,,广西兴安县师范学校,,1983.07,1986.07
陈代昌,0000000285,专科,广西河池师范专科学校,中文,1989.07,1991.07
陈代昌,0000000285,本科,中央党校,党政管理,1993.08,1995.12
陈代昌,0000000285,学习,桂林地委党校,,1997.09,1997.12
陈代昌,0000000285,研究生,广西区委党校,行政管理,2003.09,2006.01
陈代军,0000000286,大专,广西河池学院,英语,1989.09,1992.07
陈代军,0000000286,本科,中央党校,政法,1998.08,2002.12
陈代军,0000000286,研究生,广西大学,行政管理,2005.07,2007.12
陈代军,0000000286,培训,广西区委党校,,2006.10,2007.01
陈代军,0000000287,学习,重庆民政校,,1988.09,1990.07
陈代军,0000000287,大专,重庆市委党校,法律,1997.09,2000.06
陈代军,0000000287,本科,中央党校,法律,2000.08,2002.12
陈代军,0000000287,研究生,西南农业大学,经济管理,2002.02,2004.03
陈代文,0000000288,大专,贵州师范大学,,1990.09,1993.07
陈代文,0000000288,本科,贵州省委党校,经管,1993.09,1996.07
陈代文,0000000288,研究生,贵州省委党校,公共管理,2007.09,2010.06
陈德兴,0000000294,大专,中央党校,党政管理,1989.08,1992.06
陈德兴,0000000294,本科,中央党校,党政管理,1998.08,2000.12
陈德兴,0000000294,研究生,甘肃省委党校,马克思主义哲学,2001.09,2002.06
陈登泉,0000000298,大专,衡水师专,衡水师专化学,1980.08,1982.09
陈登泉,0000000298,专科,邯郸农业高等专科学校,函授农学,1994.09,1997.06
陈登泉,0000000298,本科,北京大学,网络教育法学,2001.09,2004.07
陈殿运,0000000299,,哈尔滨师范大学,,1983.09,1985.07
陈铎,0000000305,大专,中央党校,经济管理,1989.08,1992.06
陈铎,0000000305,本科,中央党校,经济管理,1998.08,2000.12
陈铎,0000000305,研究生,甘肃省委党校,公共管理,2005.09,2008.06
陈丰林,0000000309,研究生,中央党校,,,
陈锋,0000000311,大专,信阳师范学校,,1978.09,1981.07
陈锋,0000000311,研究生,,,,
陈刚,0000000318,研究生,清华大学,建筑学院城市规划,,
陈刚,0000000319,学习,四川省城口县师范学校,,1979.09,1982.07
陈刚,0000000319,大专,西南师范大学,政教,1986.08,1988.06
陈刚,0000000319,本科,西南师范大学,经济管理,1993.06,1996.07
陈刚,0000000319,研究生,重庆市委党校,行政管理,2002.09,2005.06
陈刚,0000000320,,西藏农牧学院,,1994.09,1996.07
陈刚,0000000320,学习,中央党校,,2013.09,2013.11
陈岗,0000000321,研究生,中共河北省委党校,经济管理,1985.08,
陈光杰,0000000325,大专,开封师范专科学校,中文,1978.09,1981.07
陈光杰,0000000325,函授,河南大学,经济管理,1989.09,1992.07
陈光祥,0000000328,本科,广东省委党校,经济管理,1993.09,1996.07
陈光祥,0000000328,本科,中央党校,公共管理,2006.08,2008.12
陈贵,0000000331,大专,河北师范大学,中文,1978.12,1980.11
陈贵,0000000331,本科,中央党校,经济管理,1993.08,1995.12
陈贵,0000000331,研究生,北京大学,应用社会学,1998.09,2000.07
陈贵,0000000331,研究生,中央党校,国际政治,2004.07,2006.07
陈桂光,0000000333,研究生,广东省委党校,经济学,1995.09,1998.07
陈国,0000000334,学习,广州市经济管理干部学院,对外经济关系,1985.09,1987.07
陈国,0000000334,进修,广州市委党校,,1996.03,1996.06
陈国,0000000334,本科,华南理工大学,工商管理,2003.09,2006.07
陈国栋,0000000336,学习,甘肃省临洮师范学校,,1981.09,1983.07
陈国栋,0000000336,本科,中央党校,党政管理,1983.08,1995.12
陈国栋,0000000336,研究生,兰州大学,区域经济学,2000.09,2002.07
陈国禄,0000000339,研究生,广西师范大学,生态,1998.09,2001.05
陈海波,0000000343,本科,省委党校,经济管理,2006.09,2009.07
陈海波,0000000343,,国家行政学院,,2011.09,2012.07
陈海波,0000000343,,省委党校,,2013.03,2013.06
陈行甲,0000000346,本科,湖北大学,数学,1988.09,1992.07
陈行甲,0000000346,研究生,清华大学,公共管理,2002.02,2004.01
陈行甲,0000000346,学习,美国芝加哥大学,,2005.10,2006.06
陈航,0000000347,学习,涪陵农校,农学,1981.09,1983.07
陈航,0000000347,大专,四川电大,党政管理,1984.09,1986.07
陈航,0000000347,本科,四川省委党校,经济管理,1994.09,1997.07
陈航,0000000347,研究生,西南农业大学,经济管理,1995.09,1998.07
陈弘平,0000000349,本科,福州大学,行政管理,1992.09,1995.07
陈弘平,0000000349,研究生,省委党校,经济学,1999.09,2002.07
陈洪生,0000000355,本科,东北农学院,农业经济管理,1984.09,1988.08
陈洪生,0000000355,研究生,东北林业大学,农林推广,2007.07,2009.12
陈鸿宁,0000000357,学习,柳州市委党校,经济管理,1987.07,1989.07
陈鸿宁,0000000357,本科,中央党校,党政管理,1995.08,1997.12
陈鸿宁,0000000357,研究生,广西大学,政治经济学,2001.09,2005.04
陈华,0000000358,本科,,,,
陈华贵,0000000360,中专,郑州电子技术学院,,1982.01,1985.01
陈华贵,0000000360,大专,广东电大广州军区分校,政史,1986.09,1988.07
陈华贵,0000000360,研究生,广东省委党校,经济学,1996.09,1999.07
陈华祥,0000000362,本科,四川大学,历史,1973.10,1976.07
陈华祥,0000000362,学习,中央党校,,1993.09,1994.07
陈华祥,0000000362,研究生,贵州省委党校,行政学,2003.09,2006.06
陈华祥,0000000362,学习,贵州省委党校,,2007.07,2007.09
陈槐珍,0000000363,本科,南方大学,,,
陈继勇,0000000374,专科,河池师范高等专科学校,政治,1987.09,1990.07
陈继勇,0000000374,研究生,广西师范大学,国民经济学,1998.09,2000.11
陈继勇,0000000374,,广西区党校,,2003.02,2003.05
陈家东,0000000379,学习,广东省通什教育学院,中文,1982.09,1985.12
陈家东,0000000379,研究生,天津大学,工商管理,1992.02,1993.01
陈家义,0000000383,,丹江口市委党校,,1983.08,1984.08
陈家义,0000000383,,郧阳电大,,1984.08,1986.07
陈家义,0000000383,本科,湖北省委党校,,1996.08,1998.06
陈家义,0000000383,进修,中央党校,,2004.09,2005.01
陈建华,0000000390,本科,北京钢铁学院,冶金机械,1978.10,1982.09
陈建华,0000000390,进修,中央党校,,1996.03,1996.07
陈建华,0000000390,培训,中山大学与英国牛津大学合办的广东省首届高级公务员公共管理知识专题研究班,,2002.04,2002.08
陈建华,0000000390,学习,中山大学,行政管理,2005.09,2008.06
陈建华,0000000392,本科,宁夏医学院,公共卫生,1981.09,1986.06
陈建华,0000000392,培训,石嘴山市市委党校,,1996.08,1996.12
陈建华,0000000392,培训,国家科委管理学院,,1997.08,1997.12
陈建华,0000000392,培训,加宁夏自治区党校,,2002.03,2002.07
陈建华,0000000392,研究生,中央党校,,2002.09,2005.07
陈建寿,0000000395,研究生,福建省委党校,,1995.09,1998.01
陈杰,0000000400,大专,湖北财经学院,农业经济管理,1982.05,1985.10
陈杰,0000000400,研究生,广东省委党校,经济学,1996.10,1999.07
陈杰,0000000400,进修,广东省委党校,,2003.03,2003.05
陈金剑,0000000406,大专,河南省渑池师范学校,,1982.09,1984.08
陈金剑,0000000406,本科,河南省委党校,,1987.09,1989.07
陈俊,0000000417,学习,省水电学校,农田水利专业,1979.09,1982.07
陈俊,0000000417,学习,电大六安分校,工民建专业,1984.09,1987.07
陈俊,0000000417,本科,中央党校函授学院,经济管理专业,1992.08,1994.12
陈俊,0000000417,研究生,省委党校,经济学专业,1997.07,2000.06
陈俊林,0000000419,本科,中南工业大学,冶金机械,1992.09,1996.06
陈俊林,0000000419,培训,广东省委党校,,2005.09,2005.12
陈俊林,0000000419,研究生,中南大学,机械工程,2000.09,2008.12
陈科,0000000423,大专,南充师范学校,,1980.09,1983.08
陈科,0000000423,大专,南充教育学院,中文,1988.09,1990.07
陈科,0000000423,本科,四川省委党校,经济管理,1995.09,1997.12
陈科,0000000423,研究生,四川省委党校,区域经济学,2004.09,2007.06
陈克攻,0000000425,学习,曼谷华侨中学,,,
陈立华,0000000430,本科,广西艺术学院,师范,1988.09,1992.07
陈立华,0000000430,培训,桂林市委党校,,2000.09,2000.12
陈良宇,0000000434,本科,解放军后勤工程学院,结构,1963.08,1968.08
陈良宇,0000000434,进修,同济大学,工程结构,1979.02,1980.01
陈良宇,0000000434,培训,市机电一局党校,,1982.09,1983.04
陈良宇,0000000434,学习,英国伯明翰大学,公共政策,1992.01,1992.09
陈亮,0000000435,研究生,,,,
陈绿平,0000000437,大专,华南师范学院,,1980.09,1982.07
陈绿平,0000000437,本科,华南师范学院,无线电电子,1982.09,1985.01
陈绿平,0000000437,进修,华南师范学院,马克思主义哲学,1996.03,1998.01
陈绿平,0000000437,培训,广东省委党校,,1999.08,1999.12
陈绿平,0000000437,培训,中国浦东干部学院,,2005.03,2005.04
陈绿平,0000000437,培训,广东省第九期高级公务员公共行政管理知识专题研究班,,2006.09,2006.12
陈绿平,0000000437,博士,华南师范大学,心理学,2006.09,2009.06
陈绿平,0000000437,培训,中央党校,,2009.03,2009.07
陈略宇,0000000438,进修,中山大学,人文地理学,1999.10,2001.07
陈略宇,0000000438,本科,中山大学,网络教育行政管理,2002.09,2005.06
陈略宇,0000000438,函授,中山大学,EMBA,2007.09,2009.06
陈茂辉,0000000439,进修,华南师范大学,,1984.09,1986.07
陈茂辉,0000000439,研究生,广东省委党校,经济学,1995.09,1998.07
陈茂辉,0000000439,培训,省第二期市厅级领导干部出国培训班,,2006.07,2006.09
陈敏,0000000441,本科,天津大学,无线电技术,1984.09,1988.07
陈敏,0000000441,研究生,南开大学,企业管理,1988.09,1991.07
陈敏,0000000441,培训,中国浦东干部学院,,2008.03,2008.04
陈敏,0000000441,博士,中山大学,人文地理学,2002.09,2008.12
陈敏,0000000441,培训,耶鲁大学,,2010.08,2010.09
陈敏,0000000442,学习,中国工运学院,劳动经济,1992.09,1994.07
陈敏,0000000442,函授,江西师大,思想政治,1995.09,1997.07
陈敏,0000000442,研究生,中国社科院,金融,1999.09,2001.06
陈敏,0000000442,学习,江西省委党校,产业经济学,2004.09,2006.12
陈敏辉,0000000445,研究生,,,,
陈明枢,0000000450,培训,中央党校,,1977.00,1978.00
陈明枢,0000000450,培训,中央党校,,1982.00,1983.00
陈平,0000000460,高中,北京天安门中学,,1968.01,1970.12
陈平,0000000460,大专,东城区职工业余大学,党政干部管理,1984.09,1988.07
陈平,0000000460,研究生,中国社会科学院,经济法,1995.04,1997.03
陈平,0000000460,本科,中央党校,经济管理,1995.08,1997.12
陈平,0000000460,研究生,长江商学院,工商管理,2002.11,2005.08
陈其春,0000000465,本科,厦门大学,历史学,1979.09,1983.07
陈其春,0000000465,学习,新加坡南洋理工大学,管理经济学,1999.07,2000.07
陈启蒙,0000000466,学习,茂名教育学院,中文,1989.09,1991.07
陈启蒙,0000000466,研究生,广东省社会科学院,经济学,1999.09,2002.07
陈启蒙,0000000466,,茂名教育学院,,1989.09,1991.09
陈启蒙,0000000466,研究生,广东省社会科学院,经济管理,1999.09,2002.07
陈强,0000000469,本科,安徽劳动大学,政教,1976.11,1978.09
陈强,0000000469,研究生,中央党校,经济管理,2001.09,2004.07
陈亲恭,0000000471,学习,兰州市委党校,行政管理,1985.08,1987.09
陈庆义,0000000477,研究生,,,,
陈荣卓,0000000489,博士,华中师范大学,中外政治制度,2005.09,2008.06
陈荣卓,0000000489,研究生,华中师范大学,经济法学,2002.09,2005.02
陈荣卓,0000000489,本科,华中师范大学,法学,1998.09,2002.06
陈少荣,0000000495,本科,广州暨南大学,行政管理秘书,1986.09,1990.07
陈少荣,0000000495,培训,广东省第二期领导干部区域经济发展专题法国培训班,,2009.09,2009.10
陈少荣,0000000496,本科,重庆大学采矿工程系采,矿工程专业,1983.09,1987.07
陈少荣,0000000496,学习,美国海沃加州大学企业家培训中心中国贵州省第二批高级管理人才培训班,,2001.08,2002.01
陈社教,0000000499,本科,安徽大学,经济管理,1984.09,1988.07
陈声亮,0000000500,大专,汕头地区五.七农学院,果林,1979.09,1982.07
陈声亮,0000000500,本科,省委党校,行政管理,1996.09,1998.12
陈声亮,0000000500,研究生,省委党校,经济学,1999.09,2002.07
陈省,0000000501,大专,华南师范学院,政治,1975.00,1978.00
陈省,0000000501,研究生,广东省委党校,经济学,1995.00,1998.00
陈世庆,0000000508,研究生,省委党校,经济学,,
陈淑欣,0000000512,本科,上海铁道学院,铁道工程,1982.09,1986.07
陈淑欣,0000000512,培训,洛阳市委党校,,2000.09,2000.12
陈万桥,0000000528,本科,贵州大学,中文,1978.10,1982.07
陈万桥,0000000528,进修,中央党校,,2002.09,2003.01
陈伟明,0000000532,学习,梅州农校,农学,,1998.07
陈文敏,0000000537,大专,广东汕头教育学院,政治,1982.09,1985.12
陈文敏,0000000537,研究生,西南政法大学,民商法,1999.09,2001.09
陈文毓,0000000538,本科,西南政法大学,法律,1979.09,1983.07
陈文毓,0000000538,研究生,中央党校,法学理论,2006.09,2009.07
陈吴,0000000539,大专,广东省湛江水产学院,轮机,1977.02,1979.01
陈吴,0000000539,进修,武汉水运工程学院,,1979.09,1981.02
陈吴,0000000539,本科,华中科技大学,行政管理,2001.09,2004.01
陈武斌,0000000541,本科,中国青年政治学院,青年思想教育,1989.09,1993.07
陈武斌,0000000541,研究生,中南财经政法大学,政治经济学,1997.09,1999.12
陈晰,0000000543,大专,中央党校,经济管理,1993.08,1996.08
陈晰,0000000543,本科,中央党校,经济管理,1996.08,1998.12
陈晰,0000000543,研究生,西北师范大学,区域管理与政策,2002.04,2004.04
陈晰,0000000543,研究生,中央党校,经济管理,2008.09,2011.07
陈向新,0000000553,本科,中山大学,计算数学及其应用软件,1987.09,1991.07
陈向新,0000000553,研究生,中山大学,数量经济学,1991.07,1994.07
陈小钢,0000000555,本科,中山大学,哲学,,
陈小钢,0000000555,博士,暨南大学,企业管理,,
陈小山,0000000556,本科,华南农业大学,土化,1979.09,1983.08
陈小山,0000000556,学习,广东省委党校,,1997.03,1997.06
陈小山,0000000556,研究生,广东省社科院,经济学,1995.09,1998.07
陈小山,0000000556,培训,广东省委党校,,1999.09,1999.12
陈小山,0000000556,学习,中央党校,,2002.09,2003.01
陈笑波,0000000558,本科,华东政法学院,刑侦,1984.09,1988.07
陈笑波,0000000558,研究生,中国社科院,国际贸易,1996.10,1998.10
陈心亮,0000000559,学习,陕西青年管理干部学院,思想政治,1985.09,
陈新贵,0000000562,,荥阳师范,,1979.09,1981.07
陈新贵,0000000562,专修,河南广播电视大学,,1984.06,1986.07
陈新贵,0000000562,研究生,,,,
陈新林,0000000563,学习,咸宁地区农校,农学,1979.09,1981.08
陈新林,0000000563,研究生,华中师范大学,行政管理,,2000.12
陈学军,0000000565,学习,中国政法大学,法律,1992.09,1994.07
陈学军,0000000565,进修,中国农业大学,管理科学与工程,1999.01,2000.04
